Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,lane,games,rank,wrdiff,PBIno
Talon,62.88,11.35,58.25,10.91,24.46,67.0,jungle lane,1347.0,CHALLENGER,4.630000000000003,14.470842332613383
Riven,63.87,11.36,58.25,5.11,6.64,31.0,top lane,631.0,CHALLENGER,5.619999999999997,5.516014234875447
Jinx,61.7,8.77,58.25,5.92,1.36,21.0,bottom lane,731.0,CHALLENGER,3.450000000000003,6.0869565217391255
Zed,62.56,8.36,58.25,9.35,30.44,58.0,middle lane,1154.0,CHALLENGER,4.310000000000002,13.457076566125282
Thresh,60.21,8.02,58.25,4.64,5.5,10.0,support lane,573.0,CHALLENGER,1.9600000000000009,5.102040816326529
Karthus,61.1,5.19,58.25,3.54,5.88,11.0,bottom lane,437.0,CHALLENGER,2.8500000000000014,3.8596491228070158
Katarina,63.25,15.61,58.25,6.24,14.5,36.0,middle lane,770.0,CHALLENGER,5.0,7.2
Lee Sin,60.24,7.79,58.25,14.88,11.19,33.0,jungle lane,1836.0,CHALLENGER,1.990000000000002,16.582914572864304
Senna,62.82,13.47,58.25,7.24,2.25,34.0,support lane,893.0,CHALLENGER,4.57,7.439824945295404
Irelia,59.64,6.8,58.25,5.38,13.21,9.0,top lane,664.0,CHALLENGER,1.3900000000000006,6.474820143884889
Bard,58.7,7.22,58.25,13.04,9.89,7.0,support lane,1610.0,CHALLENGER,0.45000000000000284,15.555555555555458
Ashe,60.27,7.77,58.25,11.32,4.32,24.0,bottom lane,1397.0,CHALLENGER,2.020000000000003,11.881188118811863
Karma,57.83,8.24,58.25,10.66,9.52,-5.0,support lane,1316.0,CHALLENGER,-0.4200000000000017,-11.904761904761857
Ahri,61.47,10.97,58.25,13.56,4.1,46.0,middle lane,1674.0,CHALLENGER,3.219999999999999,14.28571428571429
Jayce,57.96,8.21,58.25,9.52,10.78,-3.0,top lane,1175.0,CHALLENGER,-0.28999999999999915,-10.344827586206927
Naafiri,59.3,8.0,58.25,10.15,35.01,16.0,jungle lane,1253.0,CHALLENGER,1.0499999999999972,15.23809523809528
Olaf,61.5,7.65,58.25,3.45,2.62,12.0,top lane,426.0,CHALLENGER,3.25,3.6923076923076925
Draven,59.32,11.65,58.25,4.78,24.8,7.0,bottom lane,590.0,CHALLENGER,1.0700000000000003,6.542056074766354
Seraphine,58.25,5.66,58.25,6.38,3.27,0.0,support lane,788.0,CHALLENGER,0.0,
Qiyana,59.64,12.09,58.25,9.42,10.14,15.0,middle lane,1162.0,CHALLENGER,1.3900000000000006,10.791366906474815
Vladimir,61.17,13.65,58.25,6.78,8.42,22.0,middle lane,837.0,CHALLENGER,2.9200000000000017,7.534246575342461
Graves,58.55,5.56,58.25,13.98,21.16,5.0,jungle lane,1725.0,CHALLENGER,0.29999999999999716,16.666666666666824
Nami,56.04,6.83,58.25,8.65,3.65,-20.0,support lane,1067.0,CHALLENGER,-2.210000000000001,-9.049773755656105
Yunara,59.6,7.65,58.25,9.41,2.27,13.0,bottom lane,1161.0,CHALLENGER,1.3500000000000014,9.629629629629619
Gangplank,63.47,14.05,58.25,3.04,4.07,17.0,top lane,375.0,CHALLENGER,5.219999999999999,3.2567049808429127
Ekko,62.07,9.75,58.25,4.46,2.9,18.0,middle lane,551.0,CHALLENGER,3.8200000000000003,4.712041884816753
Rell,61.27,7.78,58.25,4.35,1.12,13.0,support lane,537.0,CHALLENGER,3.020000000000003,4.3046357615894
Ambessa,57.97,8.99,58.25,7.83,22.38,-3.0,jungle lane,966.0,CHALLENGER,-0.28000000000000114,-10.714285714285671
Smolder,59.02,7.05,58.25,14.59,17.64,14.0,bottom lane,1801.0,CHALLENGER,0.7700000000000031,18.18181818181811
Nautilus,56.19,9.47,58.25,9.56,11.62,-22.0,support lane,1180.0,CHALLENGER,-2.0600000000000023,-10.679611650485425
Yasuo,58.94,11.6,58.25,6.12,18.24,5.0,middle lane,755.0,CHALLENGER,0.6899999999999977,7.246376811594227
Jhin,56.73,7.46,58.25,12.15,0.49,-19.0,bottom lane,1500.0,CHALLENGER,-1.5200000000000031,-12.499999999999975
Rek'Sai,61.61,9.13,58.25,4.33,2.3,15.0,jungle lane,534.0,CHALLENGER,3.3599999999999994,4.464285714285715
Singed,59.53,3.86,58.25,6.17,1.96,8.0,top lane,761.0,CHALLENGER,1.2800000000000011,6.249999999999995
Sona,60.35,8.08,58.25,5.13,1.69,11.0,support lane,633.0,CHALLENGER,2.1000000000000014,5.238095238095235
Rengar,59.07,10.23,58.25,7.68,27.11,9.0,jungle lane,948.0,CHALLENGER,0.8200000000000003,10.975609756097557
Lucian,58.65,7.76,58.25,9.97,2.89,4.0,bottom lane,1231.0,CHALLENGER,0.3999999999999986,10.000000000000036
Soraka,59.77,7.55,58.25,4.31,2.27,7.0,support lane,532.0,CHALLENGER,1.5200000000000031,4.605263157894727
Vayne,58.71,10.37,58.25,9.16,12.95,5.0,top lane,1131.0,CHALLENGER,0.46000000000000085,10.869565217391283
Ezreal,55.59,7.8,58.25,24.21,16.59,-77.0,bottom lane,2988.0,CHALLENGER,-2.6599999999999966,-28.94736842105267
Akali,57.27,5.69,58.25,8.02,19.71,-10.0,middle lane,990.0,CHALLENGER,-0.9799999999999969,-10.204081632653093
Master Yi,62.4,14.75,58.25,5.0,13.85,24.0,jungle lane,617.0,CHALLENGER,4.149999999999999,5.783132530120484
Camille,61.28,9.69,58.25,3.41,0.98,10.0,top lane,421.0,CHALLENGER,3.030000000000001,3.300330033003299
Pyke,54.7,7.38,58.25,6.55,37.35,-37.0,support lane,808.0,CHALLENGER,-3.549999999999997,-10.422535211267615
Lulu,57.08,6.56,58.25,6.98,8.08,-9.0,support lane,862.0,CHALLENGER,-1.1700000000000017,-7.692307692307681
Taliyah,63.11,8.05,58.25,3.65,1.06,18.0,middle lane,450.0,CHALLENGER,4.859999999999999,3.703703703703704
Viego,58.59,11.87,58.25,8.63,5.52,3.0,jungle lane,1065.0,CHALLENGER,0.3400000000000034,8.823529411764618
Janna,62.08,7.43,58.25,4.29,2.1,17.0,support lane,530.0,CHALLENGER,3.8299999999999983,4.438642297650133
Fiora,60.99,4.21,58.25,6.85,9.66,21.0,top lane,846.0,CHALLENGER,2.740000000000002,7.664233576642331
Hecarim,59.47,15.86,58.25,3.98,8.13,5.0,jungle lane,491.0,CHALLENGER,1.2199999999999989,4.098360655737709
Akshan,60.65,8.99,58.25,5.52,6.37,14.0,middle lane,681.0,CHALLENGER,2.3999999999999986,5.833333333333337
Samira,60.34,14.31,58.25,4.23,4.41,9.0,bottom lane,522.0,CHALLENGER,2.0900000000000034,4.306220095693773
Blitzcrank,59.25,8.18,58.25,2.8,5.83,3.0,support lane,346.0,CHALLENGER,1.0,3.0
Rumble,59.18,7.95,58.25,3.97,3.43,4.0,top lane,490.0,CHALLENGER,0.9299999999999997,4.301075268817206
Aurelion Sol,60.77,14.94,58.25,3.16,0.93,8.0,bottom lane,390.0,CHALLENGER,2.520000000000003,3.174603174603171
Bel'Veth,65.78,11.17,58.25,2.44,8.01,20.0,jungle lane,301.0,CHALLENGER,7.530000000000001,2.6560424966799463
Sylas,57.94,10.25,58.25,7.4,10.42,-3.0,middle lane,913.0,CHALLENGER,-0.3100000000000023,-9.677419354838639
Garen,61.31,17.44,58.25,2.47,2.8,8.0,top lane,305.0,CHALLENGER,3.0600000000000023,2.6143790849673185
Kayn,60.37,11.28,58.25,5.19,3.25,11.0,jungle lane,641.0,CHALLENGER,2.1199999999999974,5.1886792452830255
Aurora,58.6,10.01,58.25,8.77,3.36,3.0,middle lane,1082.0,CHALLENGER,0.3500000000000014,8.571428571428537
Milio,59.37,11.75,58.25,3.33,3.69,4.0,support lane,411.0,CHALLENGER,1.1199999999999974,3.5714285714285796
Elise,57.52,3.48,58.25,2.16,3.34,-2.0,support lane,266.0,CHALLENGER,-0.7299999999999969,-2.739726027397272
Orianna,57.06,7.75,58.25,5.74,3.23,-7.0,middle lane,708.0,CHALLENGER,-1.1899999999999977,-5.882352941176482
Nidalee,60.22,7.18,58.25,4.44,2.78,9.0,jungle lane,548.0,CHALLENGER,1.9699999999999989,4.5685279187817285
Darius,59.01,3.59,58.25,2.29,10.13,2.0,top lane,283.0,CHALLENGER,0.759999999999998,2.631578947368428
Jax,55.9,7.71,58.25,4.46,15.82,-12.0,top lane,551.0,CHALLENGER,-2.3500000000000014,-5.106382978723401
Shaco,60.66,12.23,58.25,2.97,8.58,8.0,jungle lane,366.0,CHALLENGER,2.4099999999999966,3.3195020746888013
Brand,61.94,9.63,58.25,3.09,5.09,12.0,bottom lane,381.0,CHALLENGER,3.6899999999999977,3.2520325203252054
Zoe,59.25,7.03,58.25,5.21,9.95,6.0,middle lane,643.0,CHALLENGER,1.0,6.0
Rakan,58.89,5.74,58.25,2.78,0.68,2.0,support lane,343.0,CHALLENGER,0.6400000000000006,3.1249999999999973
Alistar,58.02,7.9,58.25,3.84,2.06,-1.0,support lane,474.0,CHALLENGER,-0.22999999999999687,-4.347826086956581
Lissandra,57.79,6.4,58.25,4.32,2.35,-2.0,middle lane,533.0,CHALLENGER,-0.46000000000000085,-4.3478260869565135
Aatrox,59.69,4.24,58.25,3.72,6.23,6.0,jungle lane,459.0,CHALLENGER,1.4399999999999977,4.166666666666673
Xin Zhao,56.11,6.3,58.25,10.74,4.57,-24.0,jungle lane,1326.0,CHALLENGER,-2.1400000000000006,-11.214953271028035
LeBlanc,56.77,8.56,58.25,7.18,15.68,-13.0,middle lane,886.0,CHALLENGER,-1.4799999999999969,-8.783783783783802
Caitlyn,55.33,6.18,58.25,10.95,16.81,-38.0,bottom lane,1352.0,CHALLENGER,-2.9200000000000017,-13.013698630136979
Leona,58.39,5.38,58.25,3.33,2.86,0.0,support lane,411.0,CHALLENGER,0.14000000000000057,0.0
Anivia,56.95,0.66,58.25,4.78,7.23,-7.0,middle lane,590.0,CHALLENGER,-1.2999999999999972,-5.384615384615397
Corki,60.55,6.17,58.25,3.8,0.89,9.0,bottom lane,469.0,CHALLENGER,2.299999999999997,3.9130434782608745
Jarvan IV,57.38,9.08,58.25,11.64,2.51,-10.0,jungle lane,1436.0,CHALLENGER,-0.8699999999999974,-11.494252873563251
Lux,55.45,7.74,58.25,2.6,1.15,-7.0,support lane,321.0,CHALLENGER,-2.799999999999997,-2.5000000000000027
Kha'Zix,56.84,5.86,58.25,7.53,4.53,-11.0,jungle lane,929.0,CHALLENGER,-1.4099999999999966,-7.801418439716331
Vel'Koz,60.73,23.23,58.25,1.55,0.91,4.0,bottom lane,191.0,CHALLENGER,2.479999999999997,1.6129032258064537
Syndra,58.93,6.49,58.25,5.44,3.42,4.0,middle lane,672.0,CHALLENGER,0.6799999999999997,5.882352941176473
Kai'Sa,54.16,7.58,58.25,11.88,2.34,-50.0,bottom lane,1466.0,CHALLENGER,-4.090000000000003,-12.224938875305613
Braum,57.98,5.12,58.25,3.05,8.88,-1.0,support lane,376.0,CHALLENGER,-0.2700000000000031,-3.7037037037036606
Twisted Fate,58.1,6.21,58.25,5.7,0.77,-1.0,middle lane,704.0,CHALLENGER,-0.14999999999999858,-6.66666666666673
Fiddlesticks,64.5,14.15,58.25,1.62,2.17,10.0,jungle lane,200.0,CHALLENGER,6.25,1.6
Shen,59.53,13.41,58.25,2.42,1.47,3.0,top lane,299.0,CHALLENGER,1.2800000000000011,2.343749999999998
Kalista,61.57,8.6,58.25,4.34,0.42,14.0,bottom lane,536.0,CHALLENGER,3.3200000000000003,4.216867469879518
Kayle,63.04,11.61,58.25,2.08,3.27,10.0,middle lane,257.0,CHALLENGER,4.789999999999999,2.0876826722338206
Tryndamere,59.69,14.79,58.25,2.63,1.76,4.0,top lane,325.0,CHALLENGER,1.4399999999999977,2.777777777777782
Swain,60.78,14.76,58.25,2.29,0.89,6.0,bottom lane,283.0,CHALLENGER,2.530000000000001,2.3715415019762833
Pantheon,56.61,6.46,58.25,4.35,1.38,-7.0,jungle lane,537.0,CHALLENGER,-1.6400000000000006,-4.268292682926828
Neeko,55.77,12.81,58.25,3.37,1.06,-8.0,support lane,416.0,CHALLENGER,-2.479999999999997,-3.2258064516129075
Udyr,60.8,9.6,58.25,2.03,1.92,5.0,jungle lane,250.0,CHALLENGER,2.549999999999997,1.9607843137254923
Varus,57.1,7.22,58.25,5.48,5.45,-7.0,top lane,676.0,CHALLENGER,-1.1499999999999986,-6.086956521739138
Viktor,57.66,8.32,58.25,9.15,4.1,-6.0,middle lane,1129.0,CHALLENGER,-0.5900000000000034,-10.16949152542367
Aphelios,59.57,7.97,58.25,3.43,1.44,5.0,bottom lane,423.0,CHALLENGER,1.3200000000000003,3.787878787878787
Nunu & Willump,64.07,15.76,58.25,2.19,0.99,13.0,jungle lane,270.0,CHALLENGER,5.819999999999993,2.23367697594502
Zeri,57.48,13.13,58.25,5.79,0.36,-4.0,bottom lane,715.0,CHALLENGER,-0.7700000000000031,-5.194805194805173
Yone,56.27,11.72,58.25,6.52,1.96,-13.0,middle lane,805.0,CHALLENGER,-1.9799999999999969,-6.565656565656576
Gwen,61.14,10.26,58.25,1.71,3.26,5.0,top lane,211.0,CHALLENGER,2.8900000000000006,1.7301038062283733
Annie,60.7,6.35,58.25,6.97,1.07,17.0,middle lane,860.0,CHALLENGER,2.450000000000003,6.938775510204073
Kennen,60.32,12.22,58.25,1.53,2.2,3.0,top lane,189.0,CHALLENGER,2.0700000000000003,1.4492753623188404
Ryze,57.4,6.82,58.25,7.17,1.57,-6.0,middle lane,885.0,CHALLENGER,-0.8500000000000014,-7.058823529411753
Zilean,52.1,5.34,58.25,2.32,2.01,-15.0,support lane,286.0,CHALLENGER,-6.149999999999999,-2.439024390243903
Twitch,56.59,11.69,58.25,2.95,4.49,-5.0,bottom lane,364.0,CHALLENGER,-1.6599999999999966,-3.0120481927710907
Nocturne,57.95,5.98,58.25,4.74,5.59,-2.0,jungle lane,585.0,CHALLENGER,-0.29999999999999716,-6.66666666666673
Sett,66.42,10.45,58.25,1.11,1.09,9.0,top lane,137.0,CHALLENGER,8.170000000000002,1.1015911872705015
Poppy,64.67,21.19,58.25,1.49,4.68,10.0,top lane,184.0,CHALLENGER,6.420000000000002,1.5576323987538936
Xerath,56.35,2.38,58.25,4.08,2.73,-8.0,middle lane,504.0,CHALLENGER,-1.8999999999999986,-4.210526315789477
Nilah,63.31,16.4,58.25,1.37,2.16,7.0,bottom lane,169.0,CHALLENGER,5.060000000000002,1.3833992094861653
Evelynn,62.96,19.34,58.25,1.31,2.36,6.0,jungle lane,162.0,CHALLENGER,4.710000000000001,1.273885350318471
Xayah,60.2,7.94,58.25,2.38,0.51,5.0,bottom lane,294.0,CHALLENGER,1.9500000000000028,2.5641025641025603
Teemo,62.79,7.36,58.25,1.74,1.84,8.0,top lane,215.0,CHALLENGER,4.539999999999999,1.7621145374449343
Taric,57.4,6.47,58.25,1.37,0.15,-1.0,support lane,169.0,CHALLENGER,-0.8500000000000014,-1.1764705882352922
Malphite,55.9,6.71,58.25,3.44,16.81,-10.0,top lane,424.0,CHALLENGER,-2.3500000000000014,-4.2553191489361675
Kog'Maw,58.42,7.18,58.25,1.64,0.38,0.0,bottom lane,202.0,CHALLENGER,0.1700000000000017,0.0
Lillia,59.59,7.66,58.25,3.55,1.32,5.0,jungle lane,438.0,CHALLENGER,1.3400000000000034,3.73134328358208
Hwei,60.35,8.87,58.25,3.25,1.29,7.0,middle lane,401.0,CHALLENGER,2.1000000000000014,3.3333333333333313
Urgot,61.87,10.79,58.25,1.13,0.65,4.0,top lane,139.0,CHALLENGER,3.6199999999999974,1.1049723756906085
Diana,57.26,1.43,58.25,4.02,2.77,-4.0,middle lane,496.0,CHALLENGER,-0.990000000000002,-4.040404040404033
Yuumi,42.77,-2.91,58.25,1.29,6.24,-21.0,support lane,159.0,CHALLENGER,-15.479999999999997,-1.356589147286822
Galio,58.02,3.88,58.25,3.44,1.5,-1.0,middle lane,424.0,CHALLENGER,-0.22999999999999687,-4.347826086956581
Miss Fortune,55.29,5.92,58.25,2.37,0.2,-7.0,bottom lane,293.0,CHALLENGER,-2.960000000000001,-2.364864864864864
Cho'Gath,60.74,9.21,58.25,2.19,0.41,5.0,top lane,270.0,CHALLENGER,2.490000000000002,2.0080321285140545
Ivern,58.79,8.79,58.25,1.34,0.65,1.0,jungle lane,165.0,CHALLENGER,0.5399999999999991,1.8518518518518547
Skarner,58.04,8.36,58.25,1.81,0.3,0.0,jungle lane,224.0,CHALLENGER,-0.21000000000000085,0.0
Zaahen,58.14,10.01,58.25,1.74,1.72,0.0,top lane,215.0,CHALLENGER,-0.10999999999999943,0.0
Sivir,53.13,3.78,58.25,3.75,2.16,-20.0,bottom lane,463.0,CHALLENGER,-5.119999999999997,-3.9062500000000018
Cassiopeia,56.83,10.11,58.25,4.39,2.57,-6.0,middle lane,542.0,CHALLENGER,-1.4200000000000017,-4.225352112676052
Dr. Mundo,56.28,3.37,58.25,1.74,2.44,-4.0,top lane,215.0,CHALLENGER,-1.9699999999999989,-2.0304568527918794
Nasus,62.77,14.77,58.25,1.11,2.13,5.0,middle lane,137.0,CHALLENGER,4.520000000000003,1.106194690265486
Kindred,55.22,2.86,58.25,4.27,3.59,-13.0,jungle lane,527.0,CHALLENGER,-3.030000000000001,-4.290429042904289
Tristana,53.6,8.38,58.25,2.81,0.96,-13.0,bottom lane,347.0,CHALLENGER,-4.649999999999999,-2.795698924731184
Volibear,62.71,21.25,58.25,0.96,0.92,4.0,top lane,118.0,CHALLENGER,4.460000000000001,0.896860986547085
Ziggs,53.85,5.4,58.25,2.21,0.29,-10.0,bottom lane,273.0,CHALLENGER,-4.399999999999999,-2.2727272727272734
Kled,58.6,4.28,58.25,1.27,0.63,0.0,top lane,157.0,CHALLENGER,0.3500000000000014,0.0
Vi,58.28,10.85,58.25,4.16,0.59,0.0,jungle lane,513.0,CHALLENGER,0.030000000000001137,0.0
Kassadin,56.09,6.09,58.25,5.06,4.9,-11.0,middle lane,624.0,CHALLENGER,-2.1599999999999966,-5.0925925925926006
Shyvana,57.66,11.66,58.25,2.7,3.37,-2.0,jungle lane,333.0,CHALLENGER,-0.5900000000000034,-3.3898305084745566
Mel,52.21,7.95,58.25,2.2,22.55,-17.0,bottom lane,272.0,CHALLENGER,-6.039999999999999,-2.8145695364238414
K'Sante,51.34,2.07,58.25,4.23,2.58,-30.0,top lane,522.0,CHALLENGER,-6.909999999999997,-4.3415340086830705
Rammus,62.16,11.31,58.25,1.2,1.49,5.0,jungle lane,148.0,CHALLENGER,3.9099999999999966,1.2787723785166252
Yorick,59.28,7.76,58.25,1.57,2.92,2.0,top lane,194.0,CHALLENGER,1.0300000000000011,1.9417475728155318
Quinn,61.26,4.66,58.25,0.9,0.64,3.0,middle lane,111.0,CHALLENGER,3.009999999999998,0.996677740863788
Zyra,57.14,10.99,58.25,1.25,2.1,-1.0,jungle lane,154.0,CHALLENGER,-1.1099999999999994,-0.9009009009009014
Mordekaiser,57.69,-0.72,58.25,0.84,2.22,0.0,top lane,104.0,CHALLENGER,-0.5600000000000023,0.0
Zac,56.96,9.86,58.25,1.86,1.51,-2.0,jungle lane,230.0,CHALLENGER,-1.2899999999999991,-1.5503875968992258
Fizz,57.47,9.92,58.25,2.5,1.86,-2.0,middle lane,308.0,CHALLENGER,-0.7800000000000011,-2.5641025641025603
Briar,55.07,8.86,58.25,1.68,2.79,-5.0,jungle lane,207.0,CHALLENGER,-3.1799999999999997,-1.5723270440251573
Sion,49.91,1.43,58.25,4.32,1.14,-36.0,top lane,533.0,CHALLENGER,-8.340000000000003,-4.316546762589926
Wukong,52.63,13.05,58.25,0.92,0.5,-5.0,jungle lane,114.0,CHALLENGER,-5.619999999999997,-0.8896797153024915
Gragas,54.34,2.0,58.25,1.77,0.62,-7.0,top lane,219.0,CHALLENGER,-3.9099999999999966,-1.7902813299232752
Ornn,54.78,8.11,58.25,1.86,0.48,-6.0,top lane,230.0,CHALLENGER,-3.469999999999999,-1.7291066282420755
Azir,53.71,5.68,58.25,3.27,0.39,-15.0,middle lane,404.0,CHALLENGER,-4.539999999999999,-3.303964757709252
Veigar,53.52,7.98,58.25,1.73,0.38,-8.0,middle lane,213.0,CHALLENGER,-4.729999999999997,-1.6913319238900646
Gnar,52.3,8.02,58.25,3.87,1.35,-23.0,top lane,478.0,CHALLENGER,-5.950000000000003,-3.865546218487393
Renekton,51.85,8.03,58.25,3.28,5.15,-22.0,top lane,405.0,CHALLENGER,-6.399999999999999,-3.437500000000001
Vex,55.03,10.59,58.25,1.53,1.83,-5.0,middle lane,189.0,CHALLENGER,-3.219999999999999,-1.552795031055901
Malzahar,51.74,1.23,58.25,2.33,3.86,-16.0,middle lane,288.0,CHALLENGER,-6.509999999999998,-2.4577572964669745
Talon,60.91,6.95,57.62,10.81,22.03,46.0,jungle lane,4464.0,G.MASTER,3.289999999999999,13.981762917933134
Riven,61.39,9.31,57.62,4.07,6.29,16.0,top lane,1681.0,G.MASTER,3.770000000000003,4.244031830238724
Jinx,60.47,10.01,57.62,8.33,1.71,24.0,bottom lane,3440.0,G.MASTER,2.8500000000000014,8.421052631578943
Zed,61.38,9.61,57.62,10.31,30.17,56.0,middle lane,4259.0,G.MASTER,3.760000000000005,14.893617021276576
Nami,58.18,7.83,57.62,12.83,3.86,7.0,support lane,5296.0,G.MASTER,0.5600000000000023,12.499999999999948
Karthus,62.47,4.61,57.62,3.12,4.43,16.0,bottom lane,1287.0,G.MASTER,4.850000000000001,3.2989690721649474
Qiyana,60.56,8.12,57.62,6.18,7.73,20.0,middle lane,2553.0,G.MASTER,2.940000000000005,6.802721088435363
Bard,58.73,6.84,57.62,10.61,8.46,13.0,support lane,4383.0,G.MASTER,1.1099999999999994,11.711711711711718
Irelia,58.71,9.81,57.62,4.09,13.63,5.0,top lane,1688.0,G.MASTER,1.0900000000000034,4.587155963302738
Katarina,59.73,9.4,57.62,8.9,14.68,22.0,middle lane,3675.0,G.MASTER,2.1099999999999994,10.426540284360192
Hecarim,61.21,10.37,57.62,5.92,7.96,23.0,jungle lane,2444.0,G.MASTER,3.5900000000000034,6.406685236768796
Thresh,58.05,6.47,57.62,7.64,5.97,3.0,support lane,3154.0,G.MASTER,0.4299999999999997,6.976744186046516
Ahri,58.74,6.44,57.62,11.75,4.2,14.0,middle lane,4852.0,G.MASTER,1.1200000000000045,12.499999999999948
Graves,58.69,9.01,57.62,13.47,22.43,19.0,jungle lane,5560.0,G.MASTER,1.0700000000000003,17.757009345794387
Seraphine,58.91,7.38,57.62,8.63,3.78,12.0,support lane,3563.0,G.MASTER,1.2899999999999991,9.302325581395355
Smolder,59.66,7.76,57.62,19.99,17.71,50.0,bottom lane,8254.0,G.MASTER,2.039999999999999,24.509803921568636
Vladimir,59.84,6.53,57.62,5.57,8.47,14.0,middle lane,2301.0,G.MASTER,2.220000000000006,6.306306306306289
Karma,56.16,6.22,57.62,11.76,9.24,-19.0,support lane,4854.0,G.MASTER,-1.4600000000000009,-13.013698630136979
Draven,58.56,7.84,57.62,7.42,25.52,9.0,bottom lane,3065.0,G.MASTER,0.9400000000000048,9.574468085106334
Rek'Sai,61.3,6.99,57.62,4.57,2.4,17.0,jungle lane,1889.0,G.MASTER,3.6799999999999997,4.619565217391305
Ashe,60.13,7.54,57.62,13.15,4.89,35.0,bottom lane,5428.0,G.MASTER,2.510000000000005,13.944223107569693
Singed,60.34,8.13,57.62,3.23,1.55,9.0,top lane,1334.0,G.MASTER,2.720000000000006,3.3088235294117574
Ekko,60.12,10.18,57.62,4.15,2.75,11.0,middle lane,1715.0,G.MASTER,2.5,4.4
Rell,58.86,4.31,57.62,6.5,1.14,8.0,support lane,2686.0,G.MASTER,1.240000000000002,6.451612903225796
Olaf,60.39,9.75,57.62,2.97,2.64,8.0,top lane,1227.0,G.MASTER,2.770000000000003,2.8880866425992746
Lee Sin,57.57,6.78,57.62,12.42,10.1,-1.0,jungle lane,5129.0,G.MASTER,-0.04999999999999716,-20.000000000001137
Lissandra,60.92,9.75,57.62,4.75,2.43,16.0,middle lane,1960.0,G.MASTER,3.3000000000000043,4.848484848484842
Senna,58.13,7.39,57.62,7.55,2.34,4.0,support lane,3117.0,G.MASTER,0.5100000000000051,7.843137254901882
Sona,60.67,7.8,57.62,5.17,1.48,16.0,support lane,2133.0,G.MASTER,3.0500000000000043,5.245901639344255
Yasuo,58.43,11.37,57.62,6.05,19.08,6.0,middle lane,2497.0,G.MASTER,0.8100000000000023,7.407407407407387
Naafiri,57.92,9.12,57.62,9.65,34.67,4.0,jungle lane,3985.0,G.MASTER,0.30000000000000426,13.333333333333144
Blitzcrank,60.01,10.73,57.62,3.43,6.65,9.0,support lane,1418.0,G.MASTER,2.3900000000000006,3.7656903765690366
Shaco,61.35,9.12,57.62,3.34,8.79,14.0,jungle lane,1379.0,G.MASTER,3.730000000000004,3.753351206434312
Ezreal,55.24,7.47,57.62,23.12,15.22,-65.0,bottom lane,9546.0,G.MASTER,-2.3799999999999955,-27.31092436974795
Jayce,57.13,5.87,57.62,7.47,9.47,-4.0,top lane,3084.0,G.MASTER,-0.4899999999999949,-8.163265306122534
Pyke,56.01,6.41,57.62,5.6,37.01,-14.0,support lane,2312.0,G.MASTER,-1.6099999999999994,-8.695652173913047
Rengar,59.19,10.89,57.62,4.87,25.0,10.0,jungle lane,2012.0,G.MASTER,1.5700000000000003,6.369426751592355
Darius,58.69,11.47,57.62,4.06,11.2,5.0,top lane,1675.0,G.MASTER,1.0700000000000003,4.672897196261681
Sylas,58.3,6.02,57.62,7.88,10.85,6.0,middle lane,3252.0,G.MASTER,0.6799999999999997,8.82352941176471
Master Yi,59.8,8.57,57.62,5.87,14.32,15.0,jungle lane,2423.0,G.MASTER,2.1799999999999997,6.880733944954129
Jax,57.61,8.44,57.62,5.55,15.53,0.0,top lane,2293.0,G.MASTER,-0.00999999999999801,0.0
Anivia,59.15,8.82,57.62,4.95,6.84,8.0,middle lane,2044.0,G.MASTER,1.5300000000000011,5.228758169934637
Caitlyn,56.93,7.67,57.62,10.45,18.61,-9.0,bottom lane,4314.0,G.MASTER,-0.6899999999999977,-13.043478260869609
Lulu,56.3,7.57,57.62,8.36,8.75,-12.0,support lane,3453.0,G.MASTER,-1.3200000000000003,-9.090909090909088
Akali,56.99,9.04,57.62,7.99,20.58,-6.0,middle lane,3299.0,G.MASTER,-0.6299999999999955,-9.523809523809593
Kha'Zix,59.3,9.26,57.62,6.82,4.85,12.0,jungle lane,2816.0,G.MASTER,1.6799999999999997,7.142857142857144
Camille,60.5,6.0,57.62,3.1,1.08,9.0,top lane,1281.0,G.MASTER,2.8800000000000026,3.1249999999999973
Samira,58.61,11.02,57.62,4.52,4.54,5.0,bottom lane,1865.0,G.MASTER,0.990000000000002,5.05050505050504
Nautilus,54.71,5.94,57.62,9.95,12.03,-33.0,support lane,4107.0,G.MASTER,-2.9099999999999966,-11.340206185567023
Fiora,59.63,10.19,57.62,3.52,9.71,8.0,top lane,1454.0,G.MASTER,2.010000000000005,3.980099502487552
Akshan,58.86,6.74,57.62,4.5,5.88,6.0,middle lane,1857.0,G.MASTER,1.240000000000002,4.838709677419347
Lucian,56.17,7.47,57.62,9.95,2.66,-15.0,bottom lane,4109.0,G.MASTER,-1.4499999999999957,-10.344827586206927
Ambessa,55.25,7.31,57.62,6.34,21.93,-19.0,jungle lane,2619.0,G.MASTER,-2.3699999999999974,-8.01687763713081
Zilean,59.0,10.86,57.62,2.27,2.05,3.0,support lane,939.0,G.MASTER,1.3800000000000026,2.1739130434782568
Vayne,56.78,5.72,57.62,6.29,13.06,-6.0,top lane,2596.0,G.MASTER,-0.8399999999999963,-7.142857142857174
